Timestamp,Full Name,Gender,Use phone for class notes,Buy books from mobile,Phone battery lasts a day,Run for charger when battery dies,Worry about losing phone,Take phone to bathroom,Use phone in social gathering,Check phone before sleep/after waking up,Keep phone next to you while sleeping,Check emails/missed calls/texts during class time,Rely on phone when things get awkward,On phone while watching TV/eating,Panic attack if phone left elsewhere,Respond to messages/check phone on date,Use phone for playing games,Can live a day without phone,Phone Dependency Level
2023-01-10 11:46:00,User_13667,Female,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,Moderate
2023-01-10 11:47:00,User_13668,Female,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,High
2023-01-10 11:48:00,User_13669,Female,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,High
2023-01-10 11:49:00,User_13670,Male,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Low
2023-01-10 11:50:00,User_13671,Female,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,High
2023-01-10 11:51:00,User_13672,Male,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,High
2023-01-10 11:52:00,User_13673,Male,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,Moderate
2023-01-10 11:53:00,User_13674,Female,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,High
2023-01-10 11:54:00,User_13675,Male,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,High
2023-01-10 11:55:00,User_13676,Male,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,Moderate
2023-01-10 11:56:00,User_13677,Male,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,High
2023-01-10 11:57:00,User_13678,Male,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,Moderate
2023-01-10 11:58:00,User_13679,Female,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,High
2023-01-10 11:59:00,User_13680,Female,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,Moderate
2023-01-10 12:00:00,User_13681,Male,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,High
2023-01-10 12:01:00,User_13682,Female,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,High
2023-01-10 12:02:00,User_13683,Male,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,Moderate
2023-01-10 12:03:00,User_13684,Female,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,Moderate
2023-01-10 12:04:00,User_13685,Female,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,Moderate
2023-01-10 12:05:00,User_13686,Female,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,High
2023-01-10 12:06:00,User_13687,Female,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,Moderate
2023-01-10 12:07:00,User_13688,Female,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,High
2023-01-10 12:08:00,User_13689,Male,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,Moderate
2023-01-10 12:09:00,User_13690,Female,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,High
2023-01-10 12:10:00,User_13691,Male,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,Moderate
2023-01-10 12:11:00,User_13692,Male,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,High
2023-01-10 12:12:00,User_13693,Female,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,High
2023-01-10 12:13:00,User_13694,Male,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,Moderate
2023-01-10 12:14:00,User_13695,Female,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Moderate
2023-01-10 12:15:00,User_13696,Male,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,Moderate
2023-01-10 12:16:00,User_13697,Male,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,Moderate
2023-01-10 12:17:00,User_13698,Female,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,High
2023-01-10 12:18:00,User_13699,Female,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,Moderate
2023-01-10 12:19:00,User_13700,Female,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,Moderate
2023-01-10 12:20:00,User_13701,Female,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,High
2023-01-10 12:21:00,User_13702,Male,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,High
2023-01-10 12:22:00,User_13703,Female,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,Moderate
2023-01-10 12:23:00,User_13704,Male,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,Low
2023-01-10 12:24:00,User_13705,Male,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,Moderate
2023-01-10 12:25:00,User_13706,Male,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,High
2023-01-10 12:26:00,User_13707,Male,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,Moderate
2023-01-10 12:27:00,User_13708,Male,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,High
2023-01-10 12:28:00,User_13709,Male,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,Moderate
2023-01-10 12:29:00,User_13710,Female,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,Moderate
2023-01-10 12:30:00,User_13711,Male,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,High
2023-01-10 12:31:00,User_13712,Male,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,Moderate
2023-01-10 12:32:00,User_13713,Male,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,High
2023-01-10 12:33:00,User_13714,Female,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,Moderate
2023-01-10 12:34:00,User_13715,Female,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,High
2023-01-10 12:35:00,User_13716,Male,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,High
2023-01-10 12:36:00,User_13717,Female,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,Moderate
2023-01-10 12:37:00,User_13718,Male,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,High
2023-01-10 12:38:00,User_13719,Female,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,Moderate
2023-01-10 12:39:00,User_13720,Male,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,High
2023-01-10 12:40:00,User_13721,Female,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,High
2023-01-10 12:41:00,User_13722,Female,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,High
2023-01-10 12:42:00,User_13723,Female,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,High
2023-01-10 12:43:00,User_13724,Male,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,Moderate
2023-01-10 12:44:00,User_13725,Male,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,Moderate
2023-01-10 12:45:00,User_13726,Male,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,High
2023-01-10 12:46:00,User_13727,Female,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,High
2023-01-10 12:47:00,User_13728,Female,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,Moderate
2023-01-10 12:48:00,User_13729,Male,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,High
2023-01-10 12:49:00,User_13730,Female,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,High
2023-01-10 12:50:00,User_13731,Male,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,Moderate
2023-01-10 12:51:00,User_13732,Male,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,High
2023-01-10 12:52:00,User_13733,Male,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,High
2023-01-10 12:53:00,User_13734,Male,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,High
2023-01-10 12:54:00,User_13735,Female,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,High
2023-01-10 12:55:00,User_13736,Female,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,High
2023-01-10 12:56:00,User_13737,Female,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,Moderate
2023-01-10 12:57:00,User_13738,Male,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,Moderate
2023-01-10 12:58:00,User_13739,Female,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,High
2023-01-10 12:59:00,User_13740,Male,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,Moderate
2023-01-10 13:00:00,User_13741,Male,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,High
2023-01-10 13:01:00,User_13742,Male,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,Moderate
2023-01-10 13:02:00,User_13743,Male,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,Moderate
2023-01-10 13:03:00,User_13744,Male,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,Moderate
2023-01-10 13:04:00,User_13745,Male,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,Moderate
2023-01-10 13:05:00,User_13746,Female,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,High
2023-01-10 13:06:00,User_13747,Female,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,High
2023-01-10 13:07:00,User_13748,Female,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,Moderate
2023-01-10 13:08:00,User_13749,Female,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,Moderate
2023-01-10 13:09:00,User_13750,Male,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,Moderate
2023-01-10 13:10:00,User_13751,Male,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,Moderate
2023-01-10 13:11:00,User_13752,Female,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,High
2023-01-10 13:12:00,User_13753,Female,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,High
2023-01-10 13:13:00,User_13754,Female,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,High
2023-01-10 13:14:00,User_13755,Female,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,High
2023-01-10 13:15:00,User_13756,Female,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,Moderate
2023-01-10 13:16:00,User_13757,Female,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,Moderate
2023-01-10 13:17:00,User_13758,Female,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,High
2023-01-10 13:18:00,User_13759,Female,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,High
2023-01-10 13:19:00,User_13760,Male,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,High
2023-01-10 13:20:00,User_13761,Male,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,High
2023-01-10 13:21:00,User_13762,Male,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,Moderate
2023-01-10 13:22:00,User_13763,Male,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,High
2023-01-10 13:23:00,User_13764,Female,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,High
2023-01-10 13:24:00,User_13765,Male,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,Moderate
2023-01-10 13:25:00,User_13766,Female,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,High
2023-01-10 13:26:00,User_13767,Male,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,Moderate
2023-01-10 13:27:00,User_13768,Female,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,High
2023-01-10 13:28:00,User_13769,Female,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,Moderate
2023-01-10 13:29:00,User_13770,Male,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,High
2023-01-10 13:30:00,User_13771,Male,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,Moderate
2023-01-10 13:31:00,User_13772,Female,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,High
2023-01-10 13:32:00,User_13773,Female,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,High
2023-01-10 13:33:00,User_13774,Female,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,High
2023-01-10 13:34:00,User_13775,Male,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,Moderate
2023-01-10 13:35:00,User_13776,Male,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,Moderate
2023-01-10 13:36:00,User_13777,Female,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,High
2023-01-10 13:37:00,User_13778,Male,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,Moderate
2023-01-10 13:38:00,User_13779,Female,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,High
2023-01-10 13:39:00,User_13780,Male,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,High
2023-01-10 13:40:00,User_13781,Male,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,High
2023-01-10 13:41:00,User_13782,Male,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Low
2023-01-10 13:42:00,User_13783,Male,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,High
2023-01-10 13:43:00,User_13784,Male,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,Moderate
2023-01-10 13:44:00,User_13785,Female,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,High
2023-01-10 13:45:00,User_13786,Female,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,High
2023-01-10 13:46:00,User_13787,Male,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,Moderate
2023-01-10 13:47:00,User_13788,Female,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,High
2023-01-10 13:48:00,User_13789,Female,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,High
2023-01-10 13:49:00,User_13790,Male,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,Moderate
2023-01-10 13:50:00,User_13791,Female,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,High
2023-01-10 13:51:00,User_13792,Male,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,Moderate
2023-01-10 13:52:00,User_13793,Female,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,High
2023-01-10 13:53:00,User_13794,Female,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,High
2023-01-10 13:54:00,User_13795,Female,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,High
2023-01-10 13:55:00,User_13796,Female,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,High
2023-01-10 13:56:00,User_13797,Female,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,Moderate
2023-01-10 13:57:00,User_13798,Female,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,High
2023-01-10 13:58:00,User_13799,Female,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,High
2023-01-10 13:59:00,User_13800,Male,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,High
2023-01-10 14:00:00,User_13801,Male,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,High
2023-01-10 14:01:00,User_13802,Male,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,Moderate
2023-01-10 14:02:00,User_13803,Male,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,High
2023-01-10 14:03:00,User_13804,Female,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,Moderate
2023-01-10 14:04:00,User_13805,Female,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,High
2023-01-10 14:05:00,User_13806,Female,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,High
2023-01-10 14:06:00,User_13807,Male,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,Moderate
2023-01-10 14:07:00,User_13808,Male,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,High
2023-01-10 14:08:00,User_13809,Male,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,High
2023-01-10 14:09:00,User_13810,Female,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,High
2023-01-10 14:10:00,User_13811,Male,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,Moderate
2023-01-10 14:11:00,User_13812,Female,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,High
2023-01-10 14:12:00,User_13813,Male,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,High
2023-01-10 14:13:00,User_13814,Female,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,Moderate
2023-01-10 14:14:00,User_13815,Male,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,Moderate
2023-01-10 14:15:00,User_13816,Female,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,High
2023-01-10 14:16:00,User_13817,Male,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,High
2023-01-10 14:17:00,User_13818,Male,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,High
2023-01-10 14:18:00,User_13819,Female,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,High
2023-01-10 14:19:00,User_13820,Female,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,High
2023-01-10 14:20:00,User_13821,Male,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,High
2023-01-10 14:21:00,User_13822,Female,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,Moderate
2023-01-10 14:22:00,User_13823,Male,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,Moderate
2023-01-10 14:23:00,User_13824,Female,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Moderate
2023-01-10 14:24:00,User_13825,Male,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,Moderate
2023-01-10 14:25:00,User_13826,Female,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,Moderate
2023-01-10 14:26:00,User_13827,Male,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,High
2023-01-10 14:27:00,User_13828,Male,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,High
2023-01-10 14:28:00,User_13829,Male,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,Moderate
2023-01-10 14:29:00,User_13830,Female,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,High
2023-01-10 14:30:00,User_13831,Male,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,High
2023-01-10 14:31:00,User_13832,Female,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,High
2023-01-10 14:32:00,User_13833,Female,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,High
2023-01-10 14:33:00,User_13834,Female,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,High
2023-01-10 14:34:00,User_13835,Male,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,Moderate
2023-01-10 14:35:00,User_13836,Female,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,Moderate
2023-01-10 14:36:00,User_13837,Female,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,Moderate
2023-01-10 14:37:00,User_13838,Female,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,High
2023-01-10 14:38:00,User_13839,Male,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,Moderate
2023-01-10 14:39:00,User_13840,Female,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,High
2023-01-10 14:40:00,User_13841,Female,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,High
2023-01-10 14:41:00,User_13842,Female,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,High
2023-01-10 14:42:00,User_13843,Female,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,Moderate
2023-01-10 14:43:00,User_13844,Male,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,Moderate
2023-01-10 14:44:00,User_13845,Male,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,Moderate
2023-01-10 14:45:00,User_13846,Female,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,High
2023-01-10 14:46:00,User_13847,Female,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,High
2023-01-10 14:47:00,User_13848,Female,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,High
2023-01-10 14:48:00,User_13849,Female,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,Moderate
2023-01-10 14:49:00,User_13850,Male,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,High
2023-01-10 14:50:00,User_13851,Male,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,High
2023-01-10 14:51:00,User_13852,Male,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,High
2023-01-10 14:52:00,User_13853,Male,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,High
2023-01-10 14:53:00,User_13854,Female,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,Moderate
2023-01-10 14:54:00,User_13855,Female,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,Moderate
2023-01-10 14:55:00,User_13856,Male,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,Moderate
2023-01-10 14:56:00,User_13857,Male,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,High
2023-01-10 14:57:00,User_13858,Female,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,High
2023-01-10 14:58:00,User_13859,Female,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,High
2023-01-10 14:59:00,User_13860,Female,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,High
2023-01-10 15:00:00,User_13861,Female,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,Moderate
2023-01-10 15:01:00,User_13862,Female,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,High
2023-01-10 15:02:00,User_13863,Male,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Moderate
2023-01-10 15:03:00,User_13864,Male,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,Moderate
2023-01-10 15:04:00,User_13865,Female,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,High
2023-01-10 15:05:00,User_13866,Female,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,High
2023-01-10 15:06:00,User_13867,Male,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,High
2023-01-10 15:07:00,User_13868,Female,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,High
2023-01-10 15:08:00,User_13869,Male,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,High
2023-01-10 15:09:00,User_13870,Male,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,High
2023-01-10 15:10:00,User_13871,Male,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,Moderate
2023-01-10 15:11:00,User_13872,Male,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,Moderate
2023-01-10 15:12:00,User_13873,Female,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,High
2023-01-10 15:13:00,User_13874,Female,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,High
2023-01-10 15:14:00,User_13875,Male,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,Moderate
2023-01-10 15:15:00,User_13876,Female,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,High
2023-01-10 15:16:00,User_13877,Female,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,High
2023-01-10 15:17:00,User_13878,Female,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,High
2023-01-10 15:18:00,User_13879,Female,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,High
2023-01-10 15:19:00,User_13880,Male,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,Moderate
2023-01-10 15:20:00,User_13881,Female,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,Moderate
2023-01-10 15:21:00,User_13882,Male,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,Moderate
2023-01-10 15:22:00,User_13883,Male,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,Moderate
2023-01-10 15:23:00,User_13884,Female,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,High
2023-01-10 15:24:00,User_13885,Male,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,Moderate
2023-01-10 15:25:00,User_13886,Female,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,High
2023-01-10 15:26:00,User_13887,Female,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,High
2023-01-10 15:27:00,User_13888,Male,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,High
2023-01-10 15:28:00,User_13889,Female,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,High
2023-01-10 15:29:00,User_13890,Male,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,Moderate
2023-01-10 15:30:00,User_13891,Male,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,High
2023-01-10 15:31:00,User_13892,Female,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,Moderate
2023-01-10 15:32:00,User_13893,Female,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,High
2023-01-10 15:33:00,User_13894,Female,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,High
2023-01-10 15:34:00,User_13895,Male,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,Moderate
2023-01-10 15:35:00,User_13896,Female,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,High
2023-01-10 15:36:00,User_13897,Male,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,Moderate
2023-01-10 15:37:00,User_13898,Male,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,Moderate
2023-01-10 15:38:00,User_13899,Female,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,High
2023-01-10 15:39:00,User_13900,Female,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,High
2023-01-10 15:40:00,User_13901,Female,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,High
2023-01-10 15:41:00,User_13902,Male,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,High
2023-01-10 15:42:00,User_13903,Female,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,High
2023-01-10 15:43:00,User_13904,Male,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,High
2023-01-10 15:44:00,User_13905,Female,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,Moderate
2023-01-10 15:45:00,User_13906,Female,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,High
2023-01-10 15:46:00,User_13907,Male,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Moderate
2023-01-10 15:47:00,User_13908,Male,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,Moderate
2023-01-10 15:48:00,User_13909,Female,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,High
2023-01-10 15:49:00,User_13910,Female,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,High
2023-01-10 15:50:00,User_13911,Female,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,Moderate
